code	purpose	old_code	collection_day	collection_month	collection_year	label	death_date	sex_code	refrigerator	tray	row	column	location_code	location	notes	genus	species	country	province	latitude	longitude	elevation	light_dark	histology_location	histology_stage_performed	histology_stage_next_up	rna_location	etoh_voucher	elytron	collection
CICIMAUCR0001	nan	nan	3.0	5.0	2022.0	CICIMAUCR0001 AM//SEX: U 3.2022	nan	nan	1.0	2.0	4.0	3.0	AM	Parque Internacional La Amistad, Altamira	AM '22, La Amistad, 03-04.v.2022 Chrysina kalinini, 95% EtOH	Chrysina	kalinini	Costa Rica	Puntarenas	9.030185803	-83.00826173	nan	nan	nan	nan	nan	nan	nan	nan	CICIMAUCR
CICIMAUCR0002	nan	nan	3.0	5.0	2022.0	CICIMAUCR0002 AM//SEX: M 3.V.2022	nan	M	1.0	2.0	1.0	1.0	AM	Parque Internacional La Amistad, Altamira	male AM 3.V.22	nan	nan	Costa Rica	Puntarenas	9.030185803	-83.00826173	nan	nan	nan	nan	nan	nan	nan	nan	CICIMAUCR
CICIMAUCR0003	nan	nan	nan	5.0	2022.0	CICIMAUCR0003 AM//SEX: M V.2022	nan	M	1.0	2.0	1.0	1.0	AM	Parque Internacional La Amistad, Altamira	male AM V.22	nan	nan	Costa Rica	Puntarenas	9.030185803	-83.00826173	nan	nan	nan	nan	nan	nan	nan	nan	CICIMAUCR
CICIMAUCR0004	nan	nan	nan	5.0	2022.0	CICIMAUCR0004 AM//SEX: M V.2022	nan	M	1.0	2.0	1.0	1.0	AM	Parque Internacional La Amistad, Altamira	male AM V.22	nan	nan	Costa Rica	Puntarenas	9.030185803	-83.00826173	nan	nan	nan	nan	nan	nan	nan	nan	CICIMAUCR
CICIMAUCR0005	RNA-opsins. Elitro izquierdo E. Bermudez SEM 04-MAR-2024. Elitro derecho perdido.	6	nan	6.0	2023.0	CICIMAUCR0005 MV//SEX: F VI.2023	nan	F	1.0	2.0	1.0	1.0	MV	Monteverde	MV 6 MV 23 F?	Chrysina	boucardi	Costa Rica	Puntarenas	10.34367225	-84.79611834	nan	dark-adapted	nan	nan	nan	nan	nan	nan	CICIMAUCR
CICIMAUCR0006	nan	kali4	nan	nan	2022.0	CICIMAUCR0006 AM//SEX: U 2022	nan	nan	1.0	2.0	1.0	1.0	AM	Parque Internacional La Amistad, Altamira	AM '22 //Poco etanol	nan	nan	Costa Rica	Puntarenas	9.030185803	-83.00826173	nan	nan	nan	nan	nan	nan	nan	nan	CICIMAUCR
CICIMAUCR0007	general	20	nan	nan	2023.0	CICIMAUCR0007 MV//SEX: M 2023	nan	M	1.0	2.0	1.0	1.0	MV	lower light, Estacion Biologica Monteverde	MV 23, chrysargyrea GOLD	Chrysina	chrysargyrea	Costa Rica	Puntarenas	10.316699	-84.809033	1497.0	nan	nan	nan	nan	nan	nan	nan	CICIMAUCR
CICIMAUCR0008	nan	kali2	nan	nan	2022.0	CICIMAUCR0008 AM//SEX: U 2022	nan	nan	1.0	2.0	1.0	1.0	AM	Parque Internacional La Amistad, Altamira	AM '22	nan	nan	Costa Rica	Puntarenas	9.030185803	-83.00826173	nan	nan	nan	nan	nan	nan	nan	nan	CICIMAUCR
CICIMAUCR0009	nan	kali1	nan	nan	2022.0	CICIMAUCR0009 AM//SEX: U 2022	nan	nan	1.0	2.0	1.0	1.0	AM	Parque Internacional La Amistad, Altamira	AM 	nan	nan	Costa Rica	Puntarenas	9.030185803	-83.00826173	nan	nan	nan	nan	nan	nan	nan	nan	CICIMAUCR
CICIMAUCR0010	nan	58	28.0	5.0	2023.0	CICIMAUCR0010 MV//SEX: F 28.v.2023	nan	F	1.0	2.0	1.0	2.0	MV	nr. Reserva Bosque Nuboso Santa Elena	MV	Chrysina	chrysargyrea	Costa Rica	Guanacaste	10.34361583	-84.79609395	nan	dark-adapted	nan	nan	nan	nan	nan	nan	CICIMAUCR
CICIMAUCR0011	nan	50	28.0	5.0	2023.0	CICIMAUCR0011 MV//SEX: M 28.v.2023	nan	M	1.0	2.0	1.0	2.0	MV	nr. Reserva Bosque Nuboso Santa Elena	MV	Chrysina	chrysargyrea	Costa Rica	Guanacaste	10.34361583	-84.79609395	nan	dark-adapted	nan	nan	nan	nan	nan	nan	CICIMAUCR
CICIMAUCR0012	RNA-opsins	2	nan	nan	2023.0	CICIMAUCR0012 MV//SEX: M 2023	nan	M	1.0	2.0	1.0	2.0	MV	Monteverde	MV	Chrysina	cupreomarginata	Costa Rica	Puntarenas	10.34367225	-84.79611834	nan	dark-adapted	nan	nan	nan	nan	nan	nan	CICIMAUCR
CICIMAUCR0013	nan	63	28.0	5.0	2023.0	CICIMAUCR0013 MV//SEX: M 28.v.2023	nan	M	1.0	2.0	1.0	2.0	MV	Reserva Bosque Nuboso Santa Elena	MV	Chrysina	resplendens	Costa Rica	Guanacaste	10.343871	-84.796085	1664.0	dark-adapted	nan	nan	nan	nan	nan	nan	CICIMAUCR
CICIMAUCR0014	RNA-opsins	52	28.0	5.0	2023.0	CICIMAUCR0014 MV//SEX: F 28.v.2023	nan	F	1.0	2.0	1.0	2.0	MV	nr. Reserva Bosque Nuboso Santa Elena	MV	Chrysina	cupreomarginata	Costa Rica	Puntarenas	10.34361583	-84.79609395	nan	dark-adapted	nan	nan	nan	nan	nan	nan	CICIMAUCR
CICIMAUCR0015	RNA-opsins	60	28.0	5.0	2023.0	CICIMAUCR0015 MV//SEX: F 28.v.2023	nan	F	1.0	2.0	1.0	2.0	MV	nr. Reserva Bosque Nuboso Santa Elena	MV	Chrysina	resplendens	Costa Rica	Puntarenas	10.34361583	-84.79609395	nan	dark-adapted	nan	nan	nan	nan	nan	nan	CICIMAUCR
CICIMAUCR0016	RNA-opsins	54	28.0	5.0	2023.0	CICIMAUCR0016 MV//SEX: M 28.v.2023	nan	M	1.0	2.0	1.0	2.0	MV	nr. Reserva Bosque Nuboso Santa Elena	MV	Chrysina	chrysargyrea	Costa Rica	Puntarenas	10.34361583	-84.79609395	nan	light-adapted	nan	nan	nan	nan	nan	nan	CICIMAUCR
CICIMAUCR0017	nan	56	28.0	5.0	2023.0	CICIMAUCR0017 MV//SEX: F 28.v.2023	nan	F	1.0	2.0	1.0	2.0	MV	nr. Reserva Bosque Nuboso Santa Elena	MV	Chrysina	chrysargyrea	Costa Rica	Puntarenas	10.34361583	-84.79609395	nan	light-adapted	nan	nan	nan	nan	nan	nan	CICIMAUCR
CICIMAUCR0018	RNA-opsins	8	nan	nan	2023.0	CICIMAUCR0018 MV//SEX: M 2023	nan	M	1.0	2.0	1.0	2.0	MV	Monteverde	MV	Chrysina	cupreomarginata	Costa Rica	Puntarenas	10.34367225	-84.79611834	nan	light-adapted	nan	nan	nan	nan	nan	nan	CICIMAUCR
CICIMAUCR0019	RNA-opsins	51	28.0	5.0	2023.0	CICIMAUCR0019 MV//SEX: F 28.v.2023	nan	F	1.0	2.0	1.0	2.0	MV	nr. Reserva Bosque Nuboso Santa Elena	MV	Chrysina	cupreomarginata	Costa Rica	Puntarenas	10.34361583	-84.79609395	nan	light-adapted	nan	nan	nan	nan	nan	nan	CICIMAUCR
CICIMAUCR0020	RNA-opsins	53	28.0	5.0	2023.0	CICIMAUCR0020 MV//SEX: M 28.v.2023	nan	M	1.0	2.0	1.0	3.0	MV	nr. Reserva Bosque Nuboso Santa Elena	MV	Chrysina	resplendens	Costa Rica	Puntarenas	10.34361583	-84.79609395	nan	light-adapted	nan	nan	nan	nan	nan	nan	CICIMAUCR
CICIMAUCR0021	nan	5	nan	nan	2023.0	CICIMAUCR0021 MV//SEX: F 2023	nan	F	1.0	2.0	1.0	3.0	MV	Monteverde	MV, F?	Chrysina	resplendens	Costa Rica	Puntarenas	10.34367225	-84.79611834	nan	light-adapted	nan	nan	nan	nan	nan	nan	CICIMAUCR
CICIMAUCR0022	RNA-opsins	7	nan	nan	2023.0	CICIMAUCR0022 MV//SEX: F 2023	nan	F	1.0	2.0	1.0	2.0	MV	Monteverde	MV, F?	Chrysina	boucardi	Costa Rica	Puntarenas	10.34367225	-84.79611834	nan	light-adapted	nan	nan	nan	nan	nan	nan	CICIMAUCR
CICIMAUCR0023	nan	MA99:1	nan	nan	2022.0	CICIMAUCR0023 //SEX: U 2022	nan	nan	1.0	1.0	1.0	1.0	nan	nan	ETOH VOVELV	nan	nan	Costa Rica 	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	CICIMAUCR
CICIMAUCR0024	nan	CALI-1	3.0	5.0	2022.0	CICIMAUCR0024 AM//SEX: U 3.v.22	nan	nan	1.0	1.0	1.0	3.0	AM	Altamira, La Amistad, Costa Rica	ETOH	Calistethus	nan	Costa Rica 	Puntarenas	9.029891	-83.009678	1369.0	Light	Left eye, B6	through 1X PBS wash series	Osmication	Right eye, green box A3	95%	right, dry	CICIMAUCR
CICIMAUCR0025	nan	PLATY-2	3.0	5.0	2022.0	CICIMAUCR0025 AM//SEX: U 3.V.22	nan	nan	1.0	1.0	2.0	1.0	AM	Altamira, La Amistad, Costa Rica	Right mesothoracic leg pulled by Angel Solis	Platycoelia	nan	Costa Rica 	Puntarenas	9.029891	-83.009678	1369.0	Dark	Left eye, B2	through 1X PBS wash series	Osmication	Right eye, green box B3	95%	right, dry	CICIMAUCR
CICIMAUCR0026	nan	PLATY-3	7.0	5.0	2022.0	CICIMAUCR0026 TP//SEX: U 7.V.22	nan	nan	1.0	1.0	2.0	1.0	TP	Tapanti, Costa Rica	Left metathoracic leg pulled for Angel Solis/Right mesothoracic leg pulled by Angel Solis	Platycoelia	nan	Costa Rica 	Cartago	9.703526	-83.781989	1487.0	Light	Left eye, C3	through 1X PBS wash series	Osmication	Right eye, C3	95%	right, dry	CICIMAUCR
CICIMAUCR0027	nan	PLATY-4	7.0	5.0	2022.0	CICIMAUCR0027 TP//SEX: U 7.V.22	nan	nan	1.0	1.0	2.0	1.0	TP	Tapanti, Costa Rica	Right mesothoracic leg pulled by Angel Solis	Platycoelia	nan	Costa Rica 	Cartago	9.703526	-83.781989	1487.0	Dark	Left eye, C4	through 1X PBS wash series	Osmication	Right eye, C4	95%	right, dry	CICIMAUCR
CICIMAUCR0028	nan	PELID-1	3.0	5.0	2022.0	CICIMAUCR0028 AM//SEX: U 3.V.22	nan	nan	1.0	1.0	2.0	1.0	AM	Altamira, La Amistad, Costa Rica	Right mesothoracic leg pulled by Angel Solis. sp. chiriquina or chiricicola	Pelidnota	nan	Costa Rica 	Puntarenas	9.029891	-83.009678	1369.0	Light	Left eye, B4	through 1X PBS wash series	Osmication	Right eye, green box A5	95%	right, dry	CICIMAUCR
CICIMAUCR0029	nan	PELID-2	3.0	5.0	2022.0	CICIMAUCR0029 AM//SEX: U 3.V.22	nan	nan	1.0	1.0	2.0	1.0	AM	Altamira, La Amistad, Costa Rica	Right mesothoracic leg pulled by Angel Solis.sp. chiriquina or chiricicola	Pelidnota	nan	Costa Rica 	Puntarenas	9.029891	-83.009678	1369.0	Dark	Left eye, B5	through 1X PBS wash series	Osmication	Right eye, green box, B1	95%	right, dry	CICIMAUCR
CICIMAUCR0030	nan	nan	nan	nan	2022.0	CICIMAUCR0030 TP//SEX: U 2022	nan	nan	1.0	1.0	2.0	2.0	TP	Tapantí	V. bovendi P.N  Tapantí 07.V.2022	nan	nan	Costa Rica 	Cartago	9.574242117	-83.75709361	nan	nan	nan	nan	nan	nan	nan	nan	CICIMAUCR
CICIMAUCR0031	nan	AURI-1	13.0	5.0	2022.0	CICIMAUCR0031 PI//SEX: M 13.V.22	nan	M	1.0	1.0	2.0	3.0	PI	Pitilla, Costa Rica	Male EtOH 95% Pitilla, Right mesothoracic leg pulled by Angel Solis	Chrysina	aurigans	Costa Rica 	Guanacaste	10.984811	-85.426046	732.0	Light	Left eye, E1	initial fixation (noon on 14 May)	Osmication	Right eye, E1	95%	right, dry	CICIMAUCR
CICIMAUCR0032	nan	AURI-2	13.0	5.0	2022.0	CICIMAUCR0032 PI//SEX: F 13.V.22	nan	F	1.0	1.0	2.0	3.0	PI	Pitilla, Costa Rica	Right mesothoracic leg pulled by Angel Solis	Chrysina	aurigans	Costa Rica 	Guanacaste	10.984811	-85.426046	732.0	Light	Left eye, E2	initial fixation (noon on 14 May)	Osmication	Right eye, E2	95%	right, dry	CICIMAUCR
CICIMAUCR0033	nan	OPTG-1	7.0	5.0	2022.0	CICIMAUCR0033 TP//SEX: M 7.V.22	nan	M	1.0	1.0	3.0	1.0	TP	Tapanti, Costa Rica	Chrysina optima CoPTG-1 7.V.2022 Tapanti EtOh95% Vouchv,Right mesothoracic leg pulled by Angel Solis optima (gold form)	Chrysina	optima	Costa Rica 	Cartago	9.703526	-83.781989	1487.0	Light	Left eye, D1	through 1X PBS wash series	Osmication	Right eye, D1	95%	right, dry	CICIMAUCR
CICIMAUCR0034	nan	OPTS-2	7.0	5.0	2022.0	CICIMAUCR0034 TP//SEX: M 7.V.22	nan	M	1.0	1.0	3.0	1.0	TP	Tapanti, Costa Rica	Right mesothoracic leg pulled by Angel Solis optima (silver form)	Chrysina	optima	Costa Rica 	Cartago	9.703526	-83.781989	1487.0	Dark	Left eye, C2	through 1X PBS wash series	Osmication	Right eye, C2	95%	right, dry	CICIMAUCR
CICIMAUCR0035	nan	OPTS-1	7.0	5.0	2022.0	CICIMAUCR0035 TP//SEX: M 7.V.22	nan	M	1.0	1.0	3.0	1.0	TP	Tapanti, Costa Rica	PLAM3 OPTS 2 PLATS 4 ETOH, Left metathoracic leg pulled for Angel Solis / Right mesothoracic leg pulled by Angel Solis. optima (silver form)	Chrysina	optima	Costa Rica 	Cartago	9.703526	-83.781989	1487.0	Light	Left eye, C1	through 1X PBS wash series	Osmication	Right eye, C1	95%	right, dry	CICIMAUCR
CICIMAUCR0036	nan	OPTS-3	7.0	5.0	2022.0	CICIMAUCR0036 TP//SEX: M 7.V.22	nan	M	1.0	1.0	3.0	1.0	TP	Tapanti, Costa Rica	OPTS-3 C. optima male light EtOH 95% Tapanti 7.V.2022, Right mesothoracic leg pulled by Angel Solis. optima (silver form)	Chrysina	optima	Costa Rica 	Cartago	9.703526	-83.781989	1487.0	Light	Left eye, D2	through 1X PBS wash series	Osmication	Right eye, D2	95%	right, dry	CICIMAUCR
CICIMAUCR0037	nan	OPTS-4	7.0	5.0	2022.0	CICIMAUCR0037 TP//SEX: F 7.V.22	nan	F	1.0	1.0	3.0	1.0	TP	Tapanti, Costa Rica	Female, unreadable, Right mesothoracic leg pulled by Angel Solis. optima (silver form)	Chrysina	optima	Costa Rica 	Cartago	9.703526	-83.781989	1487.0	Light	Left eye, D3	through 1X PBS wash series	Osmication	Right eye, D3	95%	right, dry	CICIMAUCR
CICIMAUCR0038	nan	2017-2	nan	4.0	2017.0	CICIMAUCR0038 TP//SEX: M IV.2017	9.V.2017	M	1.0	1.0	3.0	2.0	TP	P. N. Tapantí	C.optima (p) Costa Rica, Cartago. P.N. Tapantí 1500 msnm Col Abril 2017 ERG-DI 9-V-2017	Chrysina	optima	Costa Rica 	Cartago	9.574242117	-83.75709361	1500.0	nan	nan	nan	nan	nan	nan	nan	CICIMAUCR
CICIMAUCR0039	nan	2017-3	nan	4.0	2017.0	CICIMAUCR0039 TP//SEX: F IV.2017	8.V.2017	F	1.0	1.0	3.0	2.0	TP	P. N. Tapantí	C.optima (p) Costa Rica, Cartago. P.N. Tapantí 1500 msnm Col Abril 2017 ERG-DI 8-V-2017	Chrysina	optima	Costa Rica 	Cartago	9.574242117	-83.75709361	1500.0	nan	nan	nan	nan	nan	nan	nan	CICIMAUCR
CICIMAUCR0040	nan	2017-4	nan	4.0	2017.0	CICIMAUCR0040 TP//SEX: M IV.2017	9.V.2017	M	1.0	1.0	3.0	2.0	TP	P. N. Tapantí	C.optima (p) Costa Rica, Cartago. P.N. Tapantí 1500 msnm Col Abril 2017  ERG-DI 9-V-2017	Chrysina	optima	Costa Rica 	Cartago	9.574242117	-83.75709361	1500.0	nan	nan	nan	nan	nan	nan	nan	CICIMAUCR
CICIMAUCR0041	nan	2017-5	nan	4.0	2017.0	CICIMAUCR0041 TP//SEX: F IV.2017	12.V.2017	F	1.0	1.0	3.0	2.0	TP	P. N. Tapantí	C.optima (p) Costa Rica, Cartago. P.N. Tapantí 1500 msnm Col Abril 2017  ERG-DI 12-V-2017	Chrysina	optima	Costa Rica 	Cartago	9.574242117	-83.75709361	1500.0	nan	nan	nan	nan	nan	nan	nan	CICIMAUCR
CICIMAUCR0042	nan	2017-6	nan	4.0	2017.0	CICIMAUCR0042 TP//SEX: F IV.2017	V.2017	F	1.0	1.0	3.0	2.0	TP	P. N. Tapantí	C.optima (p) Costa Rica, Cartago. P.N. Tapantí 1500 msnm Col Abril 2017  ERG-DI ?-V-2017	Chrysina	optima	Costa Rica 	Cartago	9.574242117	-83.75709361	1500.0	nan	nan	nan	nan	nan	nan	nan	CICIMAUCR
CICIMAUCR0043	nan	2017-7	nan	4.0	2017.0	CICIMAUCR0043 TP//SEX: F IV.2017	15.V.2017	F	1.0	1.0	3.0	2.0	TP	P. N. Tapantí	C.optima (p) Costa Rica, Cartago. P.N. Tapantí 1500 msnm Col Abril 2017 ERG-DI 15-V-2017	Chrysina	optima	Costa Rica 	Cartago	9.574242117	-83.75709361	1500.0	nan	nan	nan	nan	nan	nan	nan	CICIMAUCR
CICIMAUCR0044	Élitro derecho en bolsa mediciones Tranflectancia y Reflectancia. 	2017-8	nan	4.0	2017.0	CICIMAUCR0044 TP//SEX: M IV.2017	16.V.2017	M	1.0	1.0	3.0	2.0	TP	P. N. Tapantí	C.optima (p) Costa Rica, Cartago. P.N. Tapantí 1500 msnm Col Abril 2017 ERG-D 16-V-2017	Chrysina	optima	Costa Rica 	Cartago	9.574242117	-83.75709361	1500.0	nan	nan	nan	nan	nan	nan	nan	CICIMAUCR
CICIMAUCR0045	nan	2017-9	nan	4.0	2017.0	CICIMAUCR0045 TP//SEX: F IV.2017	16.V.2017	F	1.0	1.0	3.0	2.0	TP	P. N. Tapantí	C.optima (p) Costa Rica, Cartago. P.N. Tapantí 1500 msnm Col Abril 2017 16-V-2017	Chrysina	optima	Costa Rica 	Cartago	9.574242117	-83.75709361	1500.0	nan	nan	nan	nan	nan	nan	nan	CICIMAUCR
CICIMAUCR0046	nan	2017-10	nan	4.0	2017.0	CICIMAUCR0046 TP//SEX: F IV.2017	8.V.2017	F	1.0	1.0	3.0	2.0	TP	P. N. Tapantí	C.optima (p) Costa Rica, Cartago. P.N. Tapantí 1500 msnm Col Abril 2017  8-V-2017	Chrysina	optima	Costa Rica 	Cartago	9.574242117	-83.75709361	1500.0	nan	nan	nan	nan	nan	nan	nan	CICIMAUCR
CICIMAUCR0047	nan	2017-11	nan	4.0	2017.0	CICIMAUCR0047 TP//SEX: M IV.2017	8.V.2017	M	1.0	1.0	3.0	2.0	TP	P. N. Tapantí	C.optima (p) Costa Rica, Cartago. P.N. Tapantí 1500 msnm Col Abril 2017 8-V-2017	Chrysina	optima	Costa Rica 	Cartago	9.574242117	-83.75709361	1500.0	nan	nan	nan	nan	nan	nan	nan	CICIMAUCR
CICIMAUCR0048	nan	2017-12	nan	4.0	2017.0	CICIMAUCR0048 TP//SEX: F IV.2017	8.V.2017	F	1.0	1.0	3.0	2.0	TP	P. N. Tapantí	C.optima (p) Costa Rica, Cartago. P.N. Tapantí 1500 msnm Col Abril 2017  8-V-2017	Chrysina	optima	Costa Rica 	Cartago	9.574242117	-83.75709361	1500.0	nan	nan	nan	nan	nan	nan	nan	CICIMAUCR
CICIMAUCR0049	nan	2017-15	nan	4.0	2017.0	CICIMAUCR0049 TP//SEX: F IV.2017	15.V.2017	F	1.0	1.0	3.0	2.0	TP	P. N. Tapantí	C.optima (p) Costa Rica, Cartago. P.N. Tapantí 1500 msnm Col Abril 2017 15-V-2017	Chrysina	optima	Costa Rica 	Cartago	9.574242117	-83.75709361	1500.0	nan	nan	nan	nan	nan	nan	nan	CICIMAUCR
CICIMAUCR0050	nan	2017-16	nan	4.0	2017.0	CICIMAUCR0050 TP//SEX: M IV.2017	15.V.2017	M	1.0	1.0	3.0	2.0	TP	P. N. Tapantí	C.optima (p) Costa Rica, Cartago. P.N. Tapantí 1500 msnm Col Abril 2017 ERG-D 15-V-2017	Chrysina	optima	Costa Rica 	Cartago	9.574242117	-83.75709361	1500.0	nan	nan	nan	nan	nan	nan	nan	CICIMAUCR
CICIMAUCR0051	nan	2017-17	nan	4.0	2017.0	CICIMAUCR0051 TP//SEX: F IV.2017	15.V.2017	F	1.0	1.0	3.0	2.0	TP	P. N. Tapantí	C.optima (p) Costa Rica, Cartago. P.N. Tapantí 1500 msnm Col Abril 2017 15-V-2017	Chrysina	optima	Costa Rica 	Cartago	9.574242117	-83.75709361	1500.0	nan	nan	nan	nan	nan	nan	nan	CICIMAUCR
CICIMAUCR0052	nan	2017-18	nan	4.0	2017.0	CICIMAUCR0052 TP//SEX: M IV.2017	2.V.2017	M	1.0	1.0	3.0	2.0	TP	P. N. Tapantí	C.optima (p) Costa Rica, Cartago. P.N. Tapantí 1500 msnm Col Abril 2017 2-V-2017	Chrysina	optima	Costa Rica 	Cartago	9.574242117	-83.75709361	1500.0	nan	nan	nan	nan	nan	nan	nan	CICIMAUCR
CICIMAUCR0053	nan	2017-19	nan	4.0	2017.0	CICIMAUCR0053 TP//SEX: F IV.2017	3.V.2017	F	1.0	1.0	3.0	2.0	TP	P. N. Tapantí	C.optima (p) Costa Rica, Cartago. P.N. Tapantí 1500 msnm Col Abril 2017 3-V-2017 APROX.	Chrysina	optima	Costa Rica 	Cartago	9.574242117	-83.75709361	1500.0	nan	nan	nan	nan	nan	nan	nan	CICIMAUCR
CICIMAUCR0054	nan	2017-20	nan	4.0	2017.0	CICIMAUCR0054 TP//SEX: F IV.2017	3.V.2017	F	1.0	1.0	3.0	2.0	TP	P. N. Tapantí	C.optima (p) Costa Rica, Cartago. P.N. Tapantí 1500 msnm Col Abril 2017 3-V-2017 APROX	Chrysina	optima	Costa Rica 	Cartago	9.574242117	-83.75709361	1500.0	nan	nan	nan	nan	nan	nan	nan	CICIMAUCR
CICIMAUCR0055	nan	2017-21	nan	4.0	2017.0	CICIMAUCR0055 TP//SEX: M IV.2017	9.V.2017	M	1.0	1.0	3.0	2.0	TP	P. N. Tapantí	C.optima (p) Costa Rica, Cartago. P.N. Tapantí 1500 msnm Col Abril 2017 9-V-2017	Chrysina	optima	Costa Rica 	Cartago	9.574242117	-83.75709361	1500.0	nan	nan	nan	nan	nan	nan	nan	CICIMAUCR
CICIMAUCR0056	nan	2017-22	nan	4.0	2017.0	CICIMAUCR0056 TP//SEX: M IV.2017	9.V.2017	M	1.0	1.0	3.0	2.0	TP	P. N. Tapantí	C.optima (p) Costa Rica, Cartago. P.N. Tapantí 1500 msnm Col Abril 2017 9-V-2017	Chrysina	optima	Costa Rica 	Cartago	9.574242117	-83.75709361	1500.0	nan	nan	nan	nan	nan	nan	nan	CICIMAUCR
CICIMAUCR0057	nan	2017-24	nan	4.0	2017.0	CICIMAUCR0057 TP//SEX: M IV.2017	V.2017	M	1.0	1.0	3.0	2.0	TP	P. N. Tapantí	C.optima (p) Costa Rica, Cartago. P.N. Tapantí 1500 msnm Col Abril 2017 ?-V-2017	Chrysina	optima	Costa Rica 	Cartago	9.574242117	-83.75709361	1500.0	nan	nan	nan	nan	nan	nan	nan	CICIMAUCR
CICIMAUCR0058	nan	2017-25	nan	5.0	2017.0	CICIMAUCR0058 TP//SEX: M V.2017	7.VI.2017	M	1.0	1.0	3.0	2.0	TP	P. N. Tapantí	C.optima (p) Costa Rica, Cartago. P.N. Tapantí 1500 msnm Col Mayo 2017 7.VI.2017	Chrysina	optima	Costa Rica 	Cartago	9.574242117	-83.75709361	1500.0	nan	nan	nan	nan	nan	nan	nan	CICIMAUCR
CICIMAUCR0059	nan	2017-26	nan	5.0	2017.0	CICIMAUCR0059 TP//SEX: U V.2017	14.VI.2017	nan	1.0	1.0	3.0	2.0	TP	P. N. Tapantí	C.optima (p) Costa Rica, Cartago. P.N. Tapantí 1500 msnm Col Mayo 2017 14.VI.2017	Chrysina	optima	Costa Rica 	Cartago	9.574242117	-83.75709361	1500.0	nan	nan	nan	nan	nan	nan	nan	CICIMAUCR
CICIMAUCR0060	nan	nan	22.0	5.0	2017.0	CICIMAUCR0060 //SEX: M 22.V.2017	22.V.2017	M	1.0	1.0	3.0	2.0	nan	nan	C.optima plateado male ERG ambos ojos 22/05/2017	Chrysina	optima	Costa Rica 	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	CICIMAUCR
CICIMAUCR0061	nan	 	24.0	5.0	2017.0	CICIMAUCR0061 TP//SEX: M 24.V.2017	24.V.2017	M	1.0	1.0	3.0	2.0	TP	P. N. Tapantí	C.optima (p) male Tapanti  24-V-2017 ERG-01 sin elitra 	Chrysina	optima	Costa Rica 	Cartago	9.574242117	-83.75709361	nan	nan	nan	nan	nan	nan	nan	nan	CICIMAUCR
CICIMAUCR0062	nan	nan	14.0	6.0	2015.0	CICIMAUCR0062 TP//SEX: F 14.VI.2015	nan	F	1.0	1.0	3.0	3.0	TP	P. N. Tapantí	Costa Rica, Cartago. P.N. Tapanti 1500 msnm 14-15/VI/2015 Élitro utilizado para análisis de microscopía electrónica Scarabaeidae Rutelinae Chrysina boucardi female	Chrysina	boucardi	Costa Rica 	Cartago	9.574242117	-83.75709361	1500.0	nan	nan	nan	nan	nan	nan	nan	CICIMAUCR
CICIMAUCR0063	nan	nan	14.0	6.0	2015.0	CICIMAUCR0063 TP//SEX: M 14.VI.2015	nan	M	1.0	1.0	3.0	3.0	TP	P. N. Tapantí	Costa Rica, Cartago. P.N. Tapanti 1500 msnm 14-15/VI/2015 Élitro utilizado para análisis de microscopía electrónica Scarabaeidae Rutelinae Chrysina boucardi male	Chrysina	boucardi	Costa Rica 	Cartago	9.574242117	-83.75709361	1500.0	nan	nan	nan	nan	nan	nan	nan	CICIMAUCR
CICIMAUCR0064	nan	nan	16.0	5.0	2015.0	CICIMAUCR0064 TP//SEX: M 16.V.2015	nan	M	1.0	1.0	3.0	3.0	TP	P. N. Tapantí	Costa Rica, Cartago. P.N. Tapanti 1500 msnm 16-18/V/2015 Scarabaeidae Rutelinae dorada-rojo Chrysina optima male	Chrysina	optima	Costa Rica 	Cartago	9.574242117	-83.75709361	1500.0	nan	nan	nan	nan	nan	nan	nan	CICIMAUCR
CICIMAUCR0065	nan	nan	16.0	5.0	2015.0	CICIMAUCR0065 TP//SEX: M 16.V.2015	nan	M	1.0	1.0	3.0	3.0	TP	P. N. Tapantí	Costa Rica, Cartago. P.N. Tapanti 1500 msnm 16-18/V/2015 male	nan	nan	Costa Rica 	Cartago	9.574242117	-83.75709361	1500.0	nan	nan	nan	nan	nan	nan	nan	CICIMAUCR
CICIMAUCR0066	nan	nan	16.0	5.0	2015.0	CICIMAUCR0066 TP//SEX: F 16.V.2015	nan	F	1.0	1.0	3.0	3.0	TP	P. N. Tapantí	Costa Rica, Cartago. P.N. Tapanti 1500 msnm 16-18/V/2015 Scarabaeidae rutelinae Chrysina optima female	Chrysina	optima	Costa Rica 	Cartago	9.574242117	-83.75709361	1500.0	nan	nan	nan	nan	nan	nan	nan	CICIMAUCR
CICIMAUCR0067	nan	nan	16.0	5.0	2015.0	CICIMAUCR0067 TP//SEX: M 16.V.2015	nan	M	1.0	1.0	3.0	3.0	TP	P. N. Tapantí	Costa Rica, Cartago. P.N. Tapanti 1500 msnm 16-18/V/2015 Scarabaeidae Rutelinae Chrysina optima male	Chrysina	optima	Costa Rica 	Cartago	9.574242117	-83.75709361	1500.0	nan	nan	nan	nan	nan	nan	nan	CICIMAUCR
